module,type,name,res_id,src,value,comments
base,model,"res.currency,currency_subunit_label",base.CNH,Fen,,
base,model,"res.currency,currency_unit_label",base.CNY,Yuan,,
base,model,"res.currency,currency_subunit_label",base.CNY,Fen,,
base,model,"res.currency,currency_unit_label",base.COP,Peso,,
base,model,"res.currency,currency_subunit_label",base.COP,Centavos,,
base,model,"res.currency,currency_unit_label",base.COU,Peso,,
base,model,"res.currency,currency_subunit_label",base.COU,centavo,,
base,model,"res.currency,currency_unit_label",base.CRC,Colon,,
base,model,"res.currency,currency_subunit_label",base.CRC,Centimos,,
base,model,"res.currency,currency_unit_label",base.CUC,Cuban convertible peso,,
base,model,"res.currency,currency_unit_label",base.CUP,Peso,,
base,model,"res.currency,currency_subunit_label",base.CUP,Centavos,,
base,model,"res.currency,currency_unit_label",base.CVE,Escudo,,
base,model,"res.currency,currency_subunit_label",base.CVE,Centavo,,
base,model,"res.currency,currency_unit_label",base.CZK,Koruna,,
base,model,"res.currency,currency_subunit_label",base.CZK,Halers,,
base,model,"res.currency,currency_unit_label",base.DJF,Franc,,
base,model,"res.currency,currency_subunit_label",base.DJF,Centime,,
base,model,"res.currency,currency_unit_label",base.DKK,Krone,,
base,model,"res.currency,currency_subunit_label",base.DKK,Ore,,
base,model,"res.currency,currency_unit_label",base.DOP,Pesos,,
base,model,"res.currency,currency_subunit_label",base.DOP,Centavos,,
base,model,"res.currency,currency_unit_label",base.DZD,Dinar,,
base,model,"res.currency,currency_subunit_label",base.DZD,Centimes,,
base,model,"res.currency,currency_unit_label",base.EGP,Pound,,
base,model,"res.currency,currency_subunit_label",base.EGP,Piastres,,
base,model,"res.currency,currency_unit_label",base.ERN,Nakfa,,
base,model,"res.currency,currency_subunit_label",base.ERN,Cents,,
base,model,"res.currency,currency_unit_label",base.ETB,Birr,,
base,model,"res.currency,currency_subunit_label",base.ETB,Cents,,
base,model,"res.currency,currency_unit_label",base.EUR,Euros,,
base,model,"res.currency,currency_subunit_label",base.EUR,Cents,,
base,model,"res.currency,currency_unit_label",base.FJD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.FJD,Cents,,
base,model,"res.currency,currency_unit_label",base.FKP,Pound,,
base,model,"res.currency,currency_subunit_label",base.FKP,Penny,,
base,model,"res.currency,currency_unit_label",base.GBP,Sterling,,
base,model,"res.currency,currency_subunit_label",base.GBP,Penny,,
base,model,"res.currency,currency_unit_label",base.GEL,Lari,,
base,model,"res.currency,currency_subunit_label",base.GEL,Tetri,,
base,model,"res.currency,currency_unit_label",base.GHS,Cedi,,
base,model,"res.currency,currency_subunit_label",base.GHS,Pesewas,,
base,model,"res.currency,currency_unit_label",base.GIP,Pound,,
base,model,"res.currency,currency_subunit_label",base.GIP,Penny,,
base,model,"res.currency,currency_unit_label",base.GMD,Dalasi,,
base,model,"res.currency,currency_subunit_label",base.GMD,Butut,,
base,model,"res.currency,currency_unit_label",base.GNF,Franc,,
base,model,"res.currency,currency_subunit_label",base.GNF,Centime,,
base,model,"res.currency,currency_unit_label",base.GTQ,Quetzales,,
base,model,"res.currency,currency_subunit_label",base.GTQ,Centavo,,
base,model,"res.currency,currency_unit_label",base.GYD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.GYD,Cents,,
base,model,"res.currency,currency_unit_label",base.HKD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.HKD,Cents,,
base,model,"res.currency,currency_unit_label",base.HNL,Lempiras,,
base,model,"res.currency,currency_subunit_label",base.HNL,Centavos,,
base,model,"res.currency,currency_unit_label",base.HRK,Kuna,,
base,model,"res.currency,currency_subunit_label",base.HRK,Lipa,,
base,model,"res.currency,currency_unit_label",base.HTG,Gourde,,
base,model,"res.currency,currency_subunit_label",base.HTG,Centime,,
base,model,"res.currency,currency_unit_label",base.HUF,Forint,,
base,model,"res.currency,currency_subunit_label",base.HUF,Filler,,
base,model,"res.currency,currency_unit_label",base.IDR,Rupiah,,
base,model,"res.currency,currency_subunit_label",base.IDR,Sen,,
base,model,"res.currency,currency_unit_label",base.ILS,Shekel,,
base,model,"res.currency,currency_subunit_label",base.ILS,Agorot,,
base,model,"res.currency,currency_unit_label",base.INR,Rupees,,
base,model,"res.currency,currency_subunit_label",base.INR,Paise,,
base,model,"res.currency,currency_unit_label",base.IQD,Dinar,,
base,model,"res.currency,currency_subunit_label",base.IQD,Fils,,
base,model,"res.currency,currency_unit_label",base.IRR,Dinar,,
base,model,"res.currency,currency_subunit_label",base.IRR,Fils,,
base,model,"res.currency,currency_unit_label",base.ISK,Krona,,
base,model,"res.currency,currency_subunit_label",base.ISK,Aurar,,
base,model,"res.currency,currency_unit_label",base.JMD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.JMD,Cents,,
base,model,"res.currency,currency_unit_label",base.JOD,Dinar,,
base,model,"res.currency,currency_subunit_label",base.JOD,Fils,,
base,model,"res.currency,currency_unit_label",base.JPY,Yen,,
base,model,"res.currency,currency_subunit_label",base.JPY,Cen,,
base,model,"res.currency,currency_unit_label",base.KES,Shilling,,
base,model,"res.currency,currency_subunit_label",base.KES,Cents,,
base,model,"res.currency,currency_unit_label",base.KGS,Som,,
base,model,"res.currency,currency_subunit_label",base.KGS,Tyiyn,,
base,model,"res.currency,currency_unit_label",base.KHR,Riel,,
base,model,"res.currency,currency_subunit_label",base.KHR,Sen,,
base,model,"res.currency,currency_unit_label",base.KMF,Franc,,
base,model,"res.currency,currency_subunit_label",base.KMF,Centime,,
base,model,"res.currency,currency_unit_label",base.KPW,Won,,
base,model,"res.currency,currency_subunit_label",base.KPW,Chon,,
base,model,"res.currency,currency_unit_label",base.KRW,Won,,
base,model,"res.currency,currency_subunit_label",base.KRW,Chon,,
base,model,"res.currency,currency_unit_label",base.KWD,Dinar,,
base,model,"res.currency,currency_subunit_label",base.KWD,Fils,,
base,model,"res.currency,currency_unit_label",base.KYD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.KYD,Cents,,
base,model,"res.currency,currency_unit_label",base.KZT,Tenge,,
base,model,"res.currency,currency_subunit_label",base.KZT,Tiin,,
base,model,"res.currency,currency_unit_label",base.LAK,Kip,,
base,model,"res.currency,currency_subunit_label",base.LAK,Att,,
base,model,"res.currency,currency_unit_label",base.LBP,Pound,,
base,model,"res.currency,currency_subunit_label",base.LBP,Piastres,,
base,model,"res.currency,currency_unit_label",base.LKR,Rupee,,
base,model,"res.currency,currency_subunit_label",base.LKR,Cents,,
base,model,"res.currency,currency_unit_label",base.LRD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.LRD,Cents,,
base,model,"res.currency,currency_unit_label",base.LSL,Loti,,
base,model,"res.currency,currency_subunit_label",base.LSL,Sente,,
base,model,"res.currency,currency_unit_label",base.LTL,Litas,,
base,model,"res.currency,currency_subunit_label",base.LTL,Centas,,
base,model,"res.currency,currency_unit_label",base.LVL,Lats,,
base,model,"res.currency,currency_subunit_label",base.LVL,Santims,,
base,model,"res.currency,currency_unit_label",base.LYD,Dinar,,
base,model,"res.currency,currency_subunit_label",base.LYD,Dirham,,
base,model,"res.currency,currency_unit_label",base.MAD,Dirham,,
base,model,"res.currency,currency_subunit_label",base.MAD,Centimes,,
base,model,"res.currency,currency_unit_label",base.MDL,Leu,,
base,model,"res.currency,currency_subunit_label",base.MDL,Ban,,
base,model,"res.currency,currency_unit_label",base.MGA,Ariary,,
base,model,"res.currency,currency_subunit_label",base.MGA,Iraimbilanja,,
base,model,"res.currency,currency_unit_label",base.MKD,Denar,,
base,model,"res.currency,currency_subunit_label",base.MKD,Deni,,
base,model,"res.currency,currency_unit_label",base.MMK,Kyat,,
base,model,"res.currency,currency_subunit_label",base.MMK,Pya,,
base,model,"res.currency,currency_unit_label",base.MNT,Tugrik,,
base,model,"res.currency,currency_subunit_label",base.MNT,Mongo,,
base,model,"res.currency,currency_unit_label",base.MOP,Pataca,,
base,model,"res.currency,currency_subunit_label",base.MOP,Sin,,
base,model,"res.currency,currency_unit_label",base.MRO,Ouguiya,,
base,model,"res.currency,currency_subunit_label",base.MRO,Khoums,,
base,model,"res.currency,currency_unit_label",base.MRU,Ouguiya,,
base,model,"res.currency,currency_subunit_label",base.MRU,Khoums,,
base,model,"res.currency,currency_unit_label",base.MUR,Rupee,,
base,model,"res.currency,currency_subunit_label",base.MUR,Cents,,
base,model,"res.currency,currency_unit_label",base.MVR,Rufiyaa,,
base,model,"res.currency,currency_subunit_label",base.MVR,Laari,,
base,model,"res.currency,currency_unit_label",base.MWK,Kwacha,,
base,model,"res.currency,currency_subunit_label",base.MWK,Tambala,,
base,model,"res.currency,currency_unit_label",base.MXN,Pesos,,
base,model,"res.currency,currency_subunit_label",base.MXN,Centavos,,
base,model,"res.currency,currency_unit_label",base.MYR,Ringgit,,
base,model,"res.currency,currency_subunit_label",base.MYR,Sen,,
base,model,"res.currency,currency_unit_label",base.MZN,Metical,,
base,model,"res.currency,currency_subunit_label",base.MZN,Centavo,,
base,model,"res.currency,currency_unit_label",base.NAD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.NAD,Cents,,
base,model,"res.currency,currency_unit_label",base.NGN,Naira,,
base,model,"res.currency,currency_subunit_label",base.NGN,Kobo,,
base,model,"res.currency,currency_unit_label",base.NIO,Cordoba,,
base,model,"res.currency,currency_subunit_label",base.NIO,Centavos,,
base,model,"res.currency,currency_unit_label",base.NOK,Krone,,
base,model,"res.currency,currency_subunit_label",base.NOK,Ore,,
base,model,"res.currency,currency_unit_label",base.NPR,Rupee,,
base,model,"res.currency,currency_subunit_label",base.NPR,Paisa,,
base,model,"res.currency,currency_unit_label",base.NZD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.NZD,Cents,,
base,model,"res.currency,currency_unit_label",base.OMR,Rial,,
base,model,"res.currency,currency_subunit_label",base.OMR,Baisa,,
base,model,"res.currency,currency_unit_label",base.PAB,Balboa,,
base,model,"res.currency,currency_subunit_label",base.PAB,Centesimo,,
base,model,"res.currency,currency_unit_label",base.PEN,Soles,,
base,model,"res.currency,currency_subunit_label",base.PEN,Centimos,,
base,model,"res.currency,currency_unit_label",base.PGK,Kina,,
base,model,"res.currency,currency_subunit_label",base.PGK,Toea,,
base,model,"res.currency,currency_unit_label",base.PHP,Peso,,
base,model,"res.currency,currency_subunit_label",base.PHP,Centavos,,
base,model,"res.currency,currency_unit_label",base.PKR,Rupee,,
base,model,"res.currency,currency_subunit_label",base.PKR,Paisa,,
base,model,"res.currency,currency_unit_label",base.PLN,Zloty,,
base,model,"res.currency,currency_subunit_label",base.PLN,Groszy,,
base,model,"res.currency,currency_unit_label",base.PYG,Guarani,,
base,model,"res.currency,currency_subunit_label",base.PYG,Centimos,,
base,model,"res.currency,currency_unit_label",base.QAR,Rial,,
base,model,"res.currency,currency_subunit_label",base.QAR,Dirham,,
base,model,"res.currency,currency_unit_label",base.RON,Leu,,
base,model,"res.currency,currency_subunit_label",base.RON,Bani,,
base,model,"res.currency,currency_unit_label",base.RSD,Dinar,,
base,model,"res.currency,currency_subunit_label",base.RSD,Para,,
base,model,"res.currency,currency_unit_label",base.RUB,Ruble,,
base,model,"res.currency,currency_subunit_label",base.RUB,Kopek,,
base,model,"res.currency,currency_unit_label",base.RWF,Franc,,
base,model,"res.currency,currency_subunit_label",base.RWF,Santime,,
base,model,"res.currency,currency_unit_label",base.SAR,Riyal,,
base,model,"res.currency,currency_subunit_label",base.SAR,Halala,,
base,model,"res.currency,currency_unit_label",base.SBD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.SBD,Cents,,
base,model,"res.currency,currency_unit_label",base.SCR,Rupee,,
base,model,"res.currency,currency_subunit_label",base.SCR,Cents,,
base,model,"res.currency,currency_unit_label",base.SEK,Krona,,
base,model,"res.currency,currency_subunit_label",base.SEK,Ore,,
base,model,"res.currency,currency_unit_label",base.SGD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.SGD,Cents,,
base,model,"res.currency,currency_unit_label",base.SHP,Pound,,
base,model,"res.currency,currency_subunit_label",base.SHP,Penny,,
base,model,"res.currency,currency_unit_label",base.SLE,Leone,,
base,model,"res.currency,currency_subunit_label",base.SLE,Cents,,
base,model,"res.currency,currency_unit_label",base.SLL,Leone,,
base,model,"res.currency,currency_subunit_label",base.SLL,Cents,,
base,model,"res.currency,currency_unit_label",base.SOS,Shillings,,
base,model,"res.currency,currency_subunit_label",base.SOS,Senti,,
base,model,"res.currency,currency_unit_label",base.SRD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.SRD,Cents,,
base,model,"res.currency,currency_unit_label",base.SSP,Pounds,,
base,model,"res.currency,currency_subunit_label",base.SSP,Piasters,,
base,model,"res.currency,currency_unit_label",base.STD,Dobra,,
base,model,"res.currency,currency_subunit_label",base.STD,Centimo,,
base,model,"res.currency,currency_unit_label",base.STN,Dobra,,
base,model,"res.currency,currency_subunit_label",base.STN,cêntimo,,
base,model,"res.currency,currency_unit_label",base.SVC,Colones,,
base,model,"res.currency,currency_subunit_label",base.SVC,Centavo,,
base,model,"res.currency,currency_unit_label",base.SYP,Pound,,
base,model,"res.currency,currency_subunit_label",base.SYP,Piastrp,,
base,model,"res.currency,currency_unit_label",base.SZL,Lilangeni,,
base,model,"res.currency,currency_subunit_label",base.SZL,Cents,,
base,model,"res.currency,currency_unit_label",base.THB,Baht,,
base,model,"res.currency,currency_subunit_label",base.THB,Satang,,
base,model,"res.currency,currency_unit_label",base.TJS,Somoni,,
base,model,"res.currency,currency_subunit_label",base.TJS,Diram,,
base,model,"res.currency,currency_unit_label",base.TMT,Manat,,
base,model,"res.currency,currency_subunit_label",base.TMT,Tenge,,
base,model,"res.currency,currency_unit_label",base.TND,Dinar,,
base,model,"res.currency,currency_subunit_label",base.TND,Millimes,,
base,model,"res.currency,currency_unit_label",base.TOP,Paanga,,
base,model,"res.currency,currency_subunit_label",base.TOP,Seniti,,
base,model,"res.currency,currency_unit_label",base.TRY,Lira,,
base,model,"res.currency,currency_subunit_label",base.TRY,Kurus,,
base,model,"res.currency,currency_unit_label",base.TTD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.TTD,Cents,,
base,model,"res.currency,currency_unit_label",base.TWD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.TWD,Cents,,
base,model,"res.currency,currency_unit_label",base.TZS,Shilling,,
base,model,"res.currency,currency_subunit_label",base.TZS,Senti,,
base,model,"res.currency,currency_unit_label",base.UAH,Hryvnia,,
base,model,"res.currency,currency_subunit_label",base.UAH,Kopiyka,,
base,model,"res.currency,currency_unit_label",base.UGX,Shilling,,
base,model,"res.currency,currency_subunit_label",base.UGX,Cents,,
base,model,"res.currency,currency_unit_label",base.USD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.USD,Cents,,
base,model,"res.currency,currency_unit_label",base.UYI,Peso,,
base,model,"res.currency,currency_subunit_label",base.UYI,centésimo,,
base,model,"res.currency,currency_unit_label",base.UYU,Peso,,
base,model,"res.currency,currency_subunit_label",base.UYU,Centesimos,,
base,model,"res.currency,currency_unit_label",base.UYW,peso,,
base,model,"res.currency,currency_subunit_label",base.UYW,centésimo,,
base,model,"res.currency,currency_unit_label",base.UZS,Som,,
base,model,"res.currency,currency_subunit_label",base.UZS,Tiyin,,
base,model,"res.currency,currency_unit_label",base.VEF,Bolivar,,
base,model,"res.currency,currency_subunit_label",base.VEF,Centimos,,
base,model,"res.currency,currency_unit_label",base.VND,Dong,,
base,model,"res.currency,currency_subunit_label",base.VND,Xu,,
base,model,"res.currency,currency_unit_label",base.VUV,Vatu,,
base,model,"res.currency,currency_unit_label",base.WST,Tala,,
base,model,"res.currency,currency_subunit_label",base.WST,Sene,,
base,model,"res.currency,currency_unit_label",base.XAF,Franc,,
base,model,"res.currency,currency_subunit_label",base.XAF,Centimes,,
base,model,"res.currency,currency_unit_label",base.XCD,Dollars,,
base,model,"res.currency,currency_subunit_label",base.XCD,Cents,,
base,model,"res.currency,currency_unit_label",base.XOF,Franc,,
base,model,"res.currency,currency_subunit_label",base.XOF,Centimes,,
base,model,"res.currency,currency_unit_label",base.XPF,Franc,,
base,model,"res.currency,currency_subunit_label",base.XPF,Centimes,,
base,model,"res.currency,currency_unit_label",base.YER,Rial,,
base,model,"res.currency,currency_subunit_label",base.YER,Fils,,
base,model,"res.currency,currency_unit_label",base.ZAR,Rand,,
base,model,"res.currency,currency_subunit_label",base.ZAR,Cents,,
base,model,"res.currency,currency_unit_label",base.ZIG,ZiGs,,
base,model,"res.currency,currency_unit_label",base.ZMW,Kwacha,,
base,model,"res.currency,currency_subunit_label",base.ZMW,Ngwee,,
base,model,"res.groups,name",base.default_user_group,Default access for new users,,
base,model,"res.groups,name",base.group_allow_export,Allowed Export,,
base,model,"res.groups,name",base.group_erp_manager,Access Rights,Права за достъп,
base,model,"res.groups,name",base.group_multi_company,Multi Companies,Многофирменост,
base,model,"res.groups,name",base.group_multi_currency,Multi Currencies,Мултивалути,
base,model,"res.groups,name",base.group_no_one,Technical Features,,
base,model,"res.groups,name",base.group_partner_manager,Creation,Създаване на контакт,
base,model,"res.groups,name",base.group_portal,Role / Portal,Портал,
base,model,"res.groups,comment",base.group_portal,"Portal members have specific access rights (such as record rules and restricted menus).
                They usually do not belong to the usual Odoo groups.",,
base,model,"res.groups,name",base.group_public,Role / Public,Поверителен,
base,model,"res.groups,comment",base.group_public,"Public users have specific access rights (such as record rules and restricted menus).
                They usually do not belong to the usual Odoo groups.",,
base,model,"res.groups,name",base.group_sanitize_override,Bypass HTML Field Sanitize,,
base,model,"res.groups,name",base.group_system,Role / Administrator,Настройки,
base,model,"res.groups,comment",base.group_system,Access to the settings to configure the apps,,
base,model,"res.groups,name",base.group_user,Role / Member,Вътрешен потребител,
base,model,"res.groups,comment",base.group_user,Access to the home menu,,
kojto_base,model,"res.groups,name",kojto_base.kojto_accountant,Kojto Accountant,Който счетоводител,
kojto_base,model,"res.groups,name",kojto_base.kojto_administrator,Kojto Administrator,Kojto Администратор,
kojto_base,model,"res.groups,name",kojto_base.kojto_assistant,Kojto Assistant,Kojto Помощник,
kojto_base,model,"res.groups,name",kojto_base.kojto_employee,Kojto Employee,Който Служител,
kojto_base,model,"res.groups,name",kojto_base.kojto_international_sales,Kojto International Sales,Kojto Международни Продажби,
kojto_base,model,"res.groups,name",kojto_base.kojto_manager,Kojto Manager,Който Управител,
kojto_base,model,"res.groups,name",kojto_base.kojto_manufacturing_assistant,Kojto Manufacturing Assistant,Kojto Асистент Производство,
kojto_base,model,"res.groups,name",kojto_base.kojto_terminal,Kojto Terminal,Kojto Терминал,
base,model,"res.partner.industry,name",base.res_partner_industry_A,Agriculture,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_A,"A - AGRICULTURE, FORESTRY AND FISHING",,
base,model,"res.partner.industry,name",base.res_partner_industry_B,Mining,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_B,B - MINING AND QUARRYING,,
base,model,"res.partner.industry,name",base.res_partner_industry_C,Manufacturing,Производство,
base,model,"res.partner.industry,full_name",base.res_partner_industry_C,C - MANUFACTURING,,
base,model,"res.partner.industry,name",base.res_partner_industry_D,Energy supply,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_D,"D - ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",,
base,model,"res.partner.industry,name",base.res_partner_industry_E,Water supply,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_E,"E - WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",,
base,model,"res.partner.industry,name",base.res_partner_industry_F,Construction,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_F,F - CONSTRUCTION,,
base,model,"res.partner.industry,name",base.res_partner_industry_G,Wholesale/Retail,Търговия на едро / дребно,
base,model,"res.partner.industry,full_name",base.res_partner_industry_G,G - WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,
base,model,"res.partner.industry,name",base.res_partner_industry_H,Transportation/Logistics,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_H,H - TRANSPORTATION AND STORAGE,,
base,model,"res.partner.industry,name",base.res_partner_industry_I,Food/Hospitality,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_I,I - ACCOMMODATION AND FOOD SERVICE ACTIVITIES,,
base,model,"res.partner.industry,name",base.res_partner_industry_J,IT/Communication,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_J,J - INFORMATION AND COMMUNICATION,,
base,model,"res.partner.industry,name",base.res_partner_industry_K,Finance/Insurance,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_K,K - FINANCIAL AND INSURANCE ACTIVITIES,,
base,model,"res.partner.industry,name",base.res_partner_industry_L,Real Estate,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_L,L - REAL ESTATE ACTIVITIES,,
base,model,"res.partner.industry,name",base.res_partner_industry_M,Scientific,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_M,"M - PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,
base,model,"res.partner.industry,name",base.res_partner_industry_N,Administrative/Utilities,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_N,N - ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,
base,model,"res.partner.industry,name",base.res_partner_industry_O,Public Administration,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_O,O - PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,,
base,model,"res.partner.industry,name",base.res_partner_industry_P,Education,Образование,
base,model,"res.partner.industry,full_name",base.res_partner_industry_P,P - EDUCATION,,
base,model,"res.partner.industry,name",base.res_partner_industry_Q,Health/Social,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_Q,Q - HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,
base,model,"res.partner.industry,name",base.res_partner_industry_R,Entertainment,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_R,"R - ARTS, ENTERTAINMENT AND RECREATION",,
base,model,"res.partner.industry,name",base.res_partner_industry_S,Other Services,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_S,S - OTHER SERVICE ACTIVITIES,,
base,model,"res.partner.industry,name",base.res_partner_industry_T,Households,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_T,T - ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,,
base,model,"res.partner.industry,name",base.res_partner_industry_U,Extraterritorial,,
base,model,"res.partner.industry,full_name",base.res_partner_industry_U,U - ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,,
iap,model,"iap.service,description",iap.iap_service_reveal,"Get quality leads and opportunities: convert your website visitors into leads, generate leads based on a set of criteria and enrich the company data of your opportunities.",,
iap,model,"iap.service,unit_name",iap.iap_service_reveal,Credits,,
base,code,addons/base/models/ir_filters.py,59,%s (copy),%s (копие),odoo-python
base,code,addons/base/models/assetsbundle.py,464,"Invalid inherit mode. Module ""%(module)s"" and template name ""%(template_name)s""",,odoo-python
base,code,addons/base/models/assetsbundle.py,480,Template name is missing.,,odoo-python
base,code,addons/base/models/ir_qweb.py,963,External ID can not be loaded: %s,,odoo-python
base,code,addons/base/models/ir_module.py,100,Error ! You cannot create recursive categories.,,odoo-python
base,code,addons/base/models/ir_module.py,316,You are trying to remove a module that is installed or will be installed.,,odoo-python
base,code,addons/base/models/ir_module.py,332,"Unable to install module ""%(module)s"" because an external dependency is not met: %(dependency)s",,odoo-python
base,code,addons/base/models/ir_module.py,334,"Unable to upgrade module ""%(module)s"" because an external dependency is not met: %(dependency)s",,odoo-python
base,code,addons/base/models/ir_module.py,336,"Unable to process module ""%(module)s"" because an external dependency is not met: %(dependency)s",,odoo-python
base,code,addons/base/models/ir_module.py,347,"
It can be installed running: %s",,odoo-python
base,code,addons/base/models/ir_module.py,353,Recursion error in modules dependencies!,,odoo-python
base,code,addons/base/models/ir_module.py,364,"You try to install module ""%(module)s"" that depends on module ""%(dependency)s"".
But the latter module is not available in your system.",,odoo-python
base,code,addons/base/models/ir_module.py,414,"Modules ""%(module)s"" and ""%(incompatible_module)s"" are incompatible.",,odoo-python
base,code,addons/base/models/ir_module.py,437,"You are trying to install incompatible modules in category ""%(category)s"":%(module_list)s",,odoo-python
base,code,addons/base/models/ir_module.py,443,Install,Инсталирайте,odoo-python
base,code,addons/base/models/ir_module.py,563,The method _button_immediate_install cannot be called on init or non loaded registries. Please use button_install instead.,,odoo-python
base,code,addons/base/models/ir_module.py,575,"Odoo is currently processing another module operation.
Please try again later or contact your system administrator.",,odoo-python
base,code,addons/base/models/ir_module.py,581,"Odoo is currently processing another module operation.
Please try again later or contact your system administrator.",,odoo-python
base,code,addons/base/models/ir_module.py,590,"Odoo is currently processing a scheduled action.
Module operations are not possible at this time, please try again later or contact your system administrator.",,odoo-python
base,code,addons/base/models/ir_module.py,631,Those modules cannot be uninstalled: %s,,odoo-python
base,code,addons/base/models/ir_module.py,634,"One or more of the selected modules have already been uninstalled, if you believe this to be an error, you may try again later or contact support.",,odoo-python
base,code,addons/base/models/ir_module.py,639,Uninstall,Деинсталирайте,odoo-python
base,code,addons/base/models/ir_module.py,647,Uninstall module,Uninstall module,odoo-python
base,code,addons/base/models/ir_module.py,688,Cannot upgrade module “%s”. It is not installed.,,odoo-python
base,code,addons/base/models/ir_module.py,707,"You try to upgrade the module %(module)s that depends on the module: %(dependency)s.
But this module is not available in your system.",,odoo-python
base,code,addons/base/models/ir_module.py,712,Apply Schedule Upgrade,Apply Schedule Upgrade,odoo-python
base,code,addons/base/models/res_bank.py,84,Normal,Нормален,odoo-python
base,code,addons/base/models/ir_attachment.py,74,Only administrators can execute this action.,Only administrators can execute this action.,odoo-python
base,code,addons/base/models/ir_attachment.py,110,The attachment collides with an existing file.,,odoo-python
base,code,addons/base/models/ir_attachment.py,438,"Sorry, you are not allowed to write on this document",,odoo-python
base,code,addons/base/models/ir_attachment.py,447,"Sorry, you are not allowed to access this document.",За съжаление нямате право на достъп до този документ.,odoo-python
base,code,addons/base/models/ir_attachment.py,459,"Sorry, you are not allowed to access this document.",За съжаление нямате право на достъп до този документ.,odoo-python
base,code,addons/base/models/ir_attachment.py,463,"Sorry, you are not allowed to access this document.",За съжаление нямате право на достъп до този документ.,odoo-python
base,code,addons/base/models/ir_attachment.py,695,Attachment is not encoded in base64.,,odoo-python
base,code,addons/base/models/ir_cron.py,138,Job '%s' already executing,,odoo-python
base,code,addons/base/models/ir_cron.py,528,Cron job %(name)s (%(id)s) has been deactivated after failing %(count)s times. More information can be found in the server logs around %(time)s.,,odoo-python
base,code,addons/base/models/ir_cron.py,631,Record cannot be modified right now: This cron task is currently being executed and may not be modified Please try again in a few minutes,Record cannot be modified right now: This cron task is currently being executed and may not be modified Please try again in a few minutes,odoo-python
base,code,addons/base/models/ir_cron.py,645,Record cannot be modified right now: This cron task is currently being executed and may not be modified Please try again in a few minutes,Record cannot be modified right now: This cron task is currently being executed and may not be modified Please try again in a few minutes,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,193,Decimalized number,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,194,Precision Digits,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,214,Rounding precision,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,259,Date format,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,277,Pattern to format,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,278,Optional timezone name,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,279,Display only the time,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,280,Hide seconds,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,281,Display only the date,,odoo-python
